id,name,lat,lon,lat_0,lon_0,lat_1,lon_1,off_or_on_street,capacity
720052,Washington St (500-598),NA,NA,37.7957191712,-122.4022550795,37.7956004828,-122.4031905049,ON,null
720241,Washington St (2401-2499),NA,NA,37.7915811708,-122.4340364112,37.7915550191,-122.434243613,ON,1
720242,Washington St (2400-2498),NA,NA,37.791688795,-122.4340424462,37.7916596258,-122.434267753,ON,2
722151,Webster St (1501-1599),NA,NA,37.7848098974,-122.4314152082,37.7852554818,-122.4315057333,ON,5
722152,Webster St (1500-1598),NA,NA,37.7848410783,-122.4310993764,37.7852715751,-122.4311868839,ON,4
722162,Webster St (1600-1698),NA,NA,37.7855491853,-122.4312391873,37.7862120298,-122.4313719574,ON,6
722211,Webster St (2001-2199),NA,NA,37.7898792999,-122.4324401529,37.7907553812,-122.4326171796,ON,3
722212,Webster St (2100-2198),NA,NA,37.7902092134,-122.4323285053,37.7908056729,-122.4324492054,ON,3
722221,Webster St (2201-2299),NA,NA,37.7910219272,-122.4326714947,37.7911436331,-122.4326956347,ON,1
722222,Webster St (2200-2298),NA,NA,37.7911013881,-122.4325095554,37.7912462281,-122.4325387246,ON,1
818011,Brannan St (1-199),NA,NA,37.7846097365,-122.3884520217,37.7837326494,-122.3895282639,ON,27
818012,Brannan St (2-198),NA,NA,37.7848249849,-122.3883916717,37.7837839469,-122.3897777107,ON,32
820011,Bryant St (51-99),NA,NA,37.7867702676,-122.3888141219,37.7862945081,-122.3894236572,ON,10
820012,Bryant St (32-98),NA,NA,37.7868366526,-122.3889871253,37.786361899,-122.3895906256,ON,11
826061,Delancey St (601-699),NA,NA,37.7834992959,-122.3895554214,37.7830607524,-122.389001207,ON,18
826062,Delancey St (600-698),NA,NA,37.783395695,-122.3897314424,37.7829028365,-122.3891088312,ON,22
830001,Embarcadero North (1-99),NA,NA,37.7950170992,-122.3944407564,37.7958308187,-122.3949829008,ON,16
830012,Embarcadero North (100-198),NA,NA,37.7964031382,-122.3947978274,37.7964805874,-122.3948561658,ON,2
830021,Embarcadero North (201-299),NA,NA,37.7974260712,-122.3963156307,37.797766043,-122.3966022933,ON,8
830022,Embarcadero North (200-298),NA,NA,37.7970951519,-122.3954405552,37.7974310803,-122.3957503884,ON,3
831001,Embarcadero South (1-99),NA,NA,37.7946871857,-122.394091732,37.7943301147,-122.3935445584,ON,8
831021,Embarcadero South (201-299),NA,NA,37.7920730235,-122.3911878898,37.7911526856,-122.3907040837,ON,18
831022,Embarcadero South (200-298),NA,NA,37.7923938845,-122.3907302354,37.7910963734,-122.3899637911,ON,20
831032,Embarcadero South (300-398),NA,NA,37.7908137196,-122.3896710923,37.7901679743,-122.3888855361,ON,12
831041,Embarcadero South (401-499),NA,NA,37.7892768055,-122.3885194126,37.7878555623,-122.3880647757,ON,27
831042,Embarcadero South (400-498),NA,NA,37.7894779722,-122.3881532891,37.7881452424,-122.387657413,ON,19
831051,Embarcadero South (501-599),NA,NA,37.7869231543,-122.3880858982,37.7852715751,-122.3882176624,ON,29
831052,Embarcadero South (500-598),NA,NA,37.7868597868,-122.3876262321,37.7858227721,-122.3877087105,ON,15
831061,Embarcadero South (601-699),NA,NA,37.7845524039,-122.3882760008,37.7824170187,-122.3884469926,ON,32
831071,King St (701-799),NA,NA,37.7816354858,-122.3885204184,37.7800895192,-122.3895976665,ON,30
844002,Howard St (2-48),NA,NA,37.7922983303,-122.3913971032,37.7921444377,-122.3915892175,ON,1
847001,Jefferson St (1-99),NA,NA,37.8085375176,-122.4127710722,37.8083856367,-122.4139871253,ON,17
847011,Jefferson St (101-199),NA,NA,37.8083433917,-122.4143301147,37.8081764233,-122.4156698853,ON,17
847031,Jefferson St (301-399),NA,NA,37.8079330115,-122.4176161738,37.8077630255,-122.4189338161,ON,12
847032,Jefferson St (302-398),NA,NA,37.8079621806,-122.4182236974,37.8078686381,-122.4189539328,ON,9
847041,Jefferson St (401-499),NA,NA,37.8077348622,-122.4192224904,37.807621203,-122.4201116476,ON,7
847042,Jefferson St (400-498),NA,NA,37.8077921947,-122.4194870247,37.8077157514,-122.4200834842,ON,5
847052,Jefferson St (500-598),NA,NA,37.8076352847,-122.4209042446,37.8075688996,-122.4214463891,ON,5
864041,Spear St (401-499),NA,NA,37.7885073426,-122.3888855361,37.7881029974,-122.3883765842,ON,7
864042,Spear St (400-498),NA,NA,37.7884308992,-122.3890454637,37.7879309998,-122.3884158117,ON,20
865021,Steuart St (200-248),NA,NA,37.7918155301,-122.3915359083,37.7916837658,-122.3913699457,ON,2
865022,Steuart St (201-249),NA,NA,37.7919513176,-122.3914745524,37.7918306176,-122.3913287065,ON,1
